рыба	s	79.1
рыбак	s	23.6
рыбный	a	20.8
рынок	s	483.9
рыночный	a	64.0
рычаг	s	23.1
ряд	s	285.8
рядовой	a	35.6
рядом	adv	228.1
с	pr	11469.2
сад	s	121.4
садиться	v	52.2
садовый	a	20.7
сажать	v	22.8
сайт	s	52.4
салон	s	66.8
сам	apro	1951.1
самарский	a	62.2
самолет	s	244.0
самостоятельно	adv	49.1
самостоятельный	a	51.7
самоубийство	s	21.1
самоуправление	s	41.8
самый	apro	1213.1
санаторий	s	23.0
санкция	s	22.1
сантиметр	s	21.3
сапог	s	28.9
саратовский	a	35.8
сахар	s	43.6
сбить	v	25.7
сбор	s	78.5
сборная	s	64.3
скоро	adv	140.1
скорость	s	103.4
скорый	a	235.3
скрипка	s	24.3
скромный	a	67.3
скрывать	v	52.5
скрываться	v	23.5
скрытый	a	25.3
скрыть	v	29.2
скульптура	s	22.3
скучный	a	22.6
слабость	s	34.0
слабый	a	87.0
слава	s	126.7
славный	a	31.4
славянский	a	23.5
сладкий	a	30.5
слева	adv	22.9
слегка	adv	47.3
след	s	68.0
следить	v	73.5
следователь	s	49.6
следовательно	adv	43.5
следовать	v	300.2
следственный	a	21.6
следствие	s	83.1
следующий	a	323.2
слеза	s	75.1
слишком	adv	246.5
словарь	s	24.9
словно	conj	91.8
слово	s	989.7
словом	adv	41.8
сложить	v	27.8
сложиться	v	116.6
сложно	adv	43.2
сложность	s	51.6
сложный	a	188.1
слой	s	71.0
сломать	v	27.1
слон	s	24.0
служащий	s	24.4
служба	s	276.8
служебный	a	45.9
служение	s	25.2
служить	v	155.8
слух	s	97.5
случай	s	744.3
случайно	adv	86.0
случайный	a	52.0
случаться	v	60.3
случиться	v	164.5
слушатель	s	35.2
слушать	v	154.9
слышать	v	180.6
смело	adv	25.2
смелый	a	30.2
смена	s	80.7
сменить	v	38.3
смертный	a	25.8
